gene_id,gene_name,gene_type,LC-PT-45_SC_01,LC-PT-45_SC_02,LC-PT-45_SC_04,LC-PT-45_SC_05,LC-PT-45_SC_06,LC-PT-45_SC_09,LC-PT-45_SC_10,LC-PT-45_SC_13,LC-PT-45_SC_14,LC-PT-45_SC_15,LC-PT-45_SC_23,LC-PT-45_SC_28,LC-PT-45_SC_30,LC-PT-45_SC_34,LC-PT-45_SC_35,LC-PT-45_SC_45,LC-PT-45_SC_49,LC-PT-45_SC_50,LC-PT-45_SC_53,LC-PT-45_SC_54,LC-PT-45_SC_58,LC-PT-45_SC_61,LC-PT-45_SC_65,LC-PT-45_SC_67,LC-PT-45_SC_72,LC-PT-45_SC_76,LC-PT-45_SC_77,LC-PT-45_SC_79,LC-PT-45_SC_87,LC-PT-45_SC_88,LC-PT-45_SC_91,LC-PT-45_SC_93,LC-PT-45_SC_94,LC-PT-45_SC_95,LC-PT-45-Re_SC01,LC-PT-45-Re_SC06,LC-PT-45-Re_SC08,LC-PT-45-Re_SC09,LC-PT-45-Re_SC11,LC-PT-45-Re_SC13,LC-PT-45-Re_SC17,LC-PT-45-Re_SC22,LC-PT-45-Re_SC25,LC-PT-45-Re_SC26,LC-PT-45-Re_SC28,LC-PT-45-Re_SC31,LC-PT-45-Re_SC33,LC-PT-45-Re_SC36,LC-PT-45-Re_SC38,LC-PT-45-Re_SC39,LC-PT-45-Re_SC40,LC-PT-45-Re_SC43,LC-PT-45-Re_SC44,LC-PT-45-Re_SC46,LC-PT-45-Re_SC47,LC-PT-45-Re_SC51,LC-PT-45-Re_SC53,LC-PT-45-Re_SC54,LC-PT-45-Re_SC55,LC-PT-45-Re_SC56,LC-PT-45-Re_SC57,LC-PT-45-Re_SC59,LC-PT-45-Re_SC61,LC-PT-45-Re_SC67,LC-PT-45-Re_SC69,LC-PT-45-Re_SC70,LC-PT-45-Re_SC71,LC-PT-45-Re_SC72,LC-PT-45-Re_SC78,LC-PT-45-Re_SC80,LC-PT-45-Re_SC84,LC-PT-45-Re_SC85,LC-PT-45-Re_SC87,LC-PT-45-Re_SC89,LC-PT-45-Re_SC90,LC-PT-45-Re_SC91,LC-PT-45-Re_SC92,LC-MBT-15_SC02,LC-MBT-15_SC07,LC-MBT-15_SC08,LC-MBT-15_SC09,LC-MBT-15_SC10,LC-MBT-15_SC11,LC-MBT-15_SC14,LC-MBT-15_SC15,LC-MBT-15_SC16,LC-MBT-15_SC20,LC-MBT-15_SC22,LC-MBT-15_SC24,LC-MBT-15_SC25,LC-MBT-15_SC34,LC-MBT-15_SC41,LC-MBT-15_SC42,LC-MBT-15_SC45,LC-MBT-15_SC50,LC-MBT-15_SC51,LC-MBT-15_SC52,LC-MBT-15_SC54,LC-MBT-15_SC55,LC-MBT-15_SC56,LC-MBT-15_SC57,LC-MBT-15_SC58,LC-MBT-15_SC59,LC-MBT-15_SC60,LC-MBT-15_SC62,LC-MBT-15_SC63,LC-MBT-15_SC64,LC-MBT-15_SC65,LC-MBT-15_SC67,LC-MBT-15_SC71,LC-MBT-15_SC72,LC-MBT-15_SC73,LC-MBT-15_SC74,LC-MBT-15_SC75,LC-MBT-15_SC76,LC-MBT-15_SC78,LC-MBT-15_SC79,LC-MBT-15_SC80,LC-MBT-15_SC84,LC-MBT-15_SC85,LC-MBT-15_SC87,LC-MBT-15_SC89,LC-MBT-15_SC92,LC-MBT-15_SC94,LC-MBT-15_SC95,LC-MBT-15_SC96,type=2,type=3,fold-change(PT-MBT),abs_avg_PT,abs_avg_MBT,,,,
ENSG00000157778.4,PSMG3,protein_coding,212.46,119.51,36.74,143.79,80.63,137.25,145.83,24.91,68.23,49.1,47.02,176.17,133.06,43.42,62.77,156.87,147.05,165.49,462.96,268.69,68.29,160.2,1.23,83.03,0.13,152.21,114.19,182.96,97.72,194.92,202.03,147.52,123.24,205.08,216.99,167.91,66.68,51.95,271.78,186.42,116.11,129.31,352.79,27.93,124.71,134.3,90.53,174.56,17.39,7.21,286.16,83.06,191.77,51.03,117.52,307.63,33.44,91.84,431.35,251.91,99.19,214.27,121.01,156.54,143.7,179.99,128.54,63.3,415.04,192.78,188.17,148.03,96.52,115.72,284.86,104.08,190.46,286.57,255.63,371.52,306.44,320.15,43.81,135.94,110.92,72.4,100.8,211.95,114.56,72.68,36.2,84.74,229.29,382.36,290.01,124.77,318.45,219.66,308.06,268.83,261.17,145.4,169.56,277.59,336.23,229.39,175.72,144.14,117.72,34.28,158.35,251.94,89.96,186.24,308.47,118.9,302.02,122.3,118.79,128.79,150.42,92.74,100.6,118.32,7.63,285.93,0.026229935,0.028006213,-39.71703154,145.9633766,185.6804082,1,1,2,1
ENSG00000211459.2,MT-RNR1,Mt_rRNA,13026.81,9900.75,12305.77,15255.54,8268.91,7269.89,4238.28,12395.91,2784.68,33435.21,7711.54,10585.05,14665.24,8187.59,16303.36,23121.35,20883.13,3902.17,26170.71,17039.81,28427.28,12965,75960.74,8468.08,13170.68,9425.9,3373.47,21396.4,16045.97,34930.19,10533.36,35170.11,17408.52,23317.77,4302.69,5163.74,3154.38,3924.59,4666.7,6414.71,2998.89,6470.38,11072.03,2949.5,2450.03,2390.99,7284.59,3343.22,3935.08,2294.87,6993.22,3721.96,4431.45,7701.61,3936.22,3885.85,5185.76,7239.53,6180.82,4358.9,4505.53,3275.05,3127.59,5262.07,3059.53,5774.22,8543.98,6383.91,3461.55,12031.91,4461.97,4176.02,4327.71,6852.69,5216.73,6576.73,9289.7,2613.37,3265.66,1913.14,6415.04,5694.84,4663.51,2944.42,2298.49,3841.15,2266.41,2827.83,3571.24,6653.36,1786.07,6752.54,1700.39,5774.24,4215.21,4220.45,4785.19,3592.08,7766.82,13582.18,1162.61,1072.18,5329.09,3501.74,11428.04,6937.42,6918.45,4132.55,2437.78,2507.9,3700.75,2382.77,1711.93,1637.3,1142.39,3594.87,3317.7,8668.33,3677.46,3327.95,2937.66,2075.97,3792.6,2609.39,5537.06,6745,0.0001466,6.39E-06,6207.849109,10400.3087,4192.459592,1,1,2,1
ENSG00000108298.5,RPL19,protein_coding,1089.3,1987.31,2267.45,2402.19,2292.59,1617.86,1715.09,1075.42,2107.49,2121.6,1422.76,1812.84,2252.33,2557.62,2142.63,2374.71,3999,2318.2,927,1936.69,1160.01,1362.79,1088.39,2509.11,3318.21,2882.34,1729.08,2129.38,2201.07,1229.46,1824.86,2144.5,2589.9,2231.45,2362.13,2131.95,3548.96,2876.98,2892.51,2863.55,2373.38,2449.93,2541.37,2920.61,2432,3008.35,3268.14,3294.56,3094.42,2012.06,339.73,4999.12,2409.06,377.95,3022.75,3417.19,221.44,2947.4,2624.22,2214.51,2509.92,3244.94,2691.53,1080.34,2908.45,2588.84,2925.03,2887.63,2171.85,2199.35,3137.72,2729.47,2569.08,2498.86,2553.09,1997.92,3031,2669.76,2282.77,3166.75,2646.47,3044.06,2335.33,3778.16,2598.24,2626.74,3169.83,2160.39,3113.23,2544.73,2720.19,2697.58,3192.39,2438.18,1759.43,3137.88,3754.84,2299.07,2548.19,1915.55,3021.86,2722.87,2900.87,2395.52,2583.07,861.5,3625.43,3199.46,2706.48,3947.21,3914.69,3317.04,3647.48,2838.87,3961.53,2814.97,3681.4,2761,2742.9,2761.62,3018.64,3483.97,3239.54,2250.72,3711.12,2368.49,8.24E-05,3.18E-05,-552.001243,2327.141818,2879.143061,1,1,2,1
ENSG00000134809.4,TIMM10,protein_coding,67.94,169.37,104.77,72.85,187.06,149.84,59.35,2.57,19.29,135.62,14.42,230.15,343.06,48.5,270.2,176.57,150.64,152.65,102.89,82.45,99.02,37.8,83.75,17.93,151.06,222.85,238.57,27.58,32.67,2.88,0,52.18,88.94,85.2,98.1,190.46,230.72,306.78,231.9,72.56,191.65,304.14,314.35,181.07,99.76,241.99,357.96,314.73,157.8,90.29,0,99.99,180.73,48.3,152.22,193.41,0,155.04,232.99,216.73,266.75,131.38,418.81,430.77,450.95,548.2,189.23,19.25,445.32,285.02,454.53,253.71,190.27,668.96,435.15,228.6,290.12,175.98,113.08,336.54,318.01,140.99,120.94,496.56,240.42,131.65,137.82,526.12,519.7,345.85,123.45,120.78,240.51,314.42,283.74,219.06,410.06,238.1,127.11,83.81,209.14,264.8,345.63,93.48,168.1,350.4,259.91,308.92,262.4,215.58,171.39,701.97,269.15,455.14,85.89,292.16,438.08,267.77,330.19,184.35,531.69,507.59,278.58,406.45,277.85,127.14,0.000351946,0.000386428,-94.4225974,182.4845455,276.9071429,1,1,2,1
ENSG00000135678.7,CPM,protein_coding,1.89,0,8.91,7.08,12.22,0,8.62,0,6.82,0.04,0,1.12,0.54,18.47,0,182.86,0,100.44,112.54,0,0.95,1.55,0,0,0.92,0,0,0,0,0,0,0,0.09,13.02,65.1,0,1.5,220.02,0,0.62,0,0.4,5.63,28.42,16.97,0,70.29,51.78,0.5,0,0,0.05,0,0.39,255.17,39.57,0,20.96,1.6,0,177.74,0,4.8,0,0,114.14,7.41,12.24,0,0,31.03,0,5.4,2.04,3.98,3.48,4.03,71.7,50.84,159.78,21.81,60.85,73.72,341.99,87.75,149.75,119.57,193.64,59.91,217.31,40.83,86.17,93.57,213.58,270.64,223.81,65.66,138.02,6.88,17.79,185.53,389.34,404.64,39.78,84.65,674.64,60.95,359.06,70.57,0.92,176.99,19.77,129.24,1490.01,51.39,143.62,16.4,19.21,428.17,249.01,122.13,126.71,67.39,77.93,1.26,48.72,5.77E-07,8.10E-05,-146.3380705,21.08233766,167.4204082,1,1,2,1
ENSG00000120334.11,CENPL,protein_coding,0,0,27.49,0.48,16.66,0.12,0,0,0,0,0,24.05,38.63,2.37,48.09,40.75,40.88,13.66,21.74,0,0,0.15,32.03,19.55,55.61,0,0,0,0,0,0,0,0.9,1.29,6.21,49.04,0.92,67.95,163.65,0.86,0,7.39,13.95,98,40.38,1.56,58.07,20.23,0,75.98,0.52,0,0,0,10.2,0,28.7,40.1,50.28,0,0,204.48,29.34,2.63,1.73,125.11,2.47,11.62,79.71,141.32,7.05,39.44,0,17.66,64.82,1.1,0,7.86,122.93,27.88,40.83,48.89,64.77,86.45,26.63,0.92,7.82,56.56,97.12,52.95,74.57,42.3,42.71,12.58,46.65,15.49,160.45,2.8,132.61,0,16.87,24.53,185.12,107.64,21.51,100.62,98.89,98.25,116.81,104.55,22.62,80.67,2.83,16.7,17.41,85.84,58.03,115.65,36.8,0,154.79,2.17,0.91,97.25,57.77,5.56,5.54E-05,0.000135058,-33.18871985,23.98597403,57.17469388,1,1,2,1
ENSG00000178035.7,IMPDH2,protein_coding,0.89,44.12,78.24,108.91,96.69,9.84,196.97,50.07,19.54,56.46,1.63,7.55,98.94,194.45,177.15,276.99,118.94,95.59,42.73,44.74,55.63,83.81,90.3,116.84,141.15,22.84,78.81,55.27,138.28,21.65,25.91,89.37,142.63,131.99,152.8,184.47,174.55,217.06,356.83,58.63,116.39,108.91,96.38,94.14,190.74,84.53,225.42,294.24,174.5,388.81,6.59,392.98,113.21,587.44,186.97,580.43,258.45,144.51,89.88,172.29,358.22,2.32,140.3,347.08,258.32,183.34,33.15,82.92,207.17,149.59,119.27,133.88,110.96,195.94,187.98,151.28,206.95,356.78,108.4,218.75,348.65,394.91,241.25,344.5,307.77,295.29,432.02,289.77,301.11,411.16,463.08,732.49,305.7,282.6,302.44,169.82,169.41,263.25,365.11,88.86,710.36,268.98,230.5,563.11,138.99,504.42,164.67,153.41,251.2,67.95,621.82,594.85,942.49,218.47,1215.75,337.92,594.46,427.47,230.16,368.9,309.79,365.75,183.9,181.17,685.29,310.46,4.76E-11,2.23E-08,-218.0812245,145.9057143,363.9869388,1,1,2,1
ENSG00000228474.1,OST4,protein_coding,1438.41,1314.29,686.85,662.53,891.39,620.03,807.33,397.83,1788.85,801.8,1154.35,1162.92,815.51,1229.67,664.59,286.14,785.79,2139.07,1190.02,530.08,1168.06,1455.67,147.84,1234.58,1056.29,1385.49,1318.3,417.64,667.6,107.14,1287.88,1096.64,580.02,398.5,530.67,522.15,1606.15,665.25,1047.79,1991.71,456.3,1318.34,406.94,796.18,871.14,914.66,866.56,884.09,737.33,704.01,366.17,581.57,664.63,123.67,673.2,639.64,12.93,491.05,377.14,1050.64,580.03,623.1,478.55,305.04,942.8,635.85,651.57,785.91,955.21,956.2,731.77,504.55,1148.05,913.38,1013.16,1169.12,1003.36,520.08,555.9,440.81,466.2,393.12,580.94,533.06,594.43,512.93,581.34,689.27,490.26,507.68,569.82,569.16,684.9,382.88,556.41,610.7,1118.7,580.66,924.84,690.54,440.53,506.12,600.19,389.56,639.45,368,762.44,468.76,472.23,853.37,543.65,554.26,661.9,724.13,329.89,426.08,658.45,890.35,741.6,730.28,1059.01,707.07,775.33,601.88,1204.75,835.32,0.000983254,0.000155665,213.7571243,836.1903896,622.4332653,1,1,2,1
ENSG00000170035.11,UBE2E3,protein_coding,138.84,140.78,154.41,268.79,90.73,88.72,171.42,6.47,10.55,105.9,127.02,138.44,152.96,102.03,145.55,59.06,31.72,222.93,7.07,35.36,158.28,26.49,61.08,130.13,87.33,185.57,288.23,49.53,80.36,50.11,54.9,245.47,61.53,67.68,323.7,105.89,154.8,242.05,118.02,146.79,138.37,101.33,266.63,270.41,117.67,195.15,453.9,256.35,2.59,252.95,0,3.6,135.48,116.62,34.18,164.73,667.23,160.79,81.67,61.2,147.99,0,357.28,32.55,122.13,210.22,124.88,0.67,26.13,179.73,316,88.69,96.68,160.44,267.45,147.27,344.2,4.66,2.78,0,20.04,62.84,0,3.93,73.22,0,7.32,13.71,10.12,91.66,14.74,0.26,56.47,1.03,19.09,24.45,164.05,1.92,31.21,23.55,8.18,4.09,126.01,74.59,26.93,87.18,50.72,49.05,32.73,56.74,78.04,78.91,0.43,0,78.83,2.78,4.06,11.47,34.61,5.74,44.6,47.89,49.98,47.67,0,45.93,2.76E-09,1.05E-11,107.908423,142.075974,34.16755102,1,1,2,1
ENSG00000141458.8,NPC1,protein_coding,22.9,3.92,12.71,0.13,94.47,4.41,106.58,46.11,9.69,36.44,8.26,62.06,41.17,31.71,288.17,25.49,7.25,81.46,39.11,0.35,16.83,103.06,0.95,0.95,2.94,5.53,3.88,0.16,4.69,2.7,71.02,3.39,2.94,8.69,8.36,20.51,1.21,35.72,0,12.94,65.27,17.72,13.73,2.71,10.34,24.77,9.22,74.32,20.17,34.46,2.26,7.7,0.83,181.93,0.09,62.98,3.36,52.59,22.89,2.8,39.76,0,0.12,16.97,31.47,33.98,4.09,28.46,8.06,98.07,24.93,21.39,8.64,14.77,73.67,5.56,4.18,4.36,2.1,55.26,63.74,26.5,42.23,39.26,63.56,151.12,4.4,15.51,69.49,212.52,24.18,5.21,157.66,64.38,2.8,139.94,0,18.24,46.84,170,11.21,108.09,83.53,146.76,54.97,14.57,5.92,192.28,130.52,261.69,82.71,122.73,68.16,91.48,1.32,51.48,82.87,142.21,262.46,37.75,50.43,49.35,6.81,3.62,1.64,58.48,5.36E-05,0.000283376,-42.21502783,29.2612987,71.47632653,1,1,2,1
ENSG00000241837.2,ATP5O,protein_coding,162.17,294.89,178.88,240.6,426.31,288.98,247.95,82.68,444.67,396.49,171.87,383.6,296.54,222.73,381.49,269.51,474.35,178.38,331.23,412.94,326.73,212.04,57.07,428.18,230.17,536.76,258.76,11.61,96.24,49.32,635.19,204.71,160.2,194.73,604.17,391.26,278.97,191.41,194.63,433.63,151.15,223.34,350.48,183.87,355.78,359.86,292.49,555.32,249.93,533.23,0,450.32,345,0,395.02,352.3,0,296.13,350.78,161.1,384.66,1296.92,192.52,0,457.76,265.14,194.82,388.7,411.96,157.81,246.94,181.5,407.38,309.05,236.98,590.42,286.19,772.99,411.77,628.28,591.67,707.13,624.55,601.26,607.22,998.05,713.78,694.38,740.59,826.71,485.51,548.09,667.69,393.4,858.35,729.32,1198.02,565.94,619.55,592.72,779.8,632.46,645.43,627.87,780.28,376.67,778.61,678.76,775.84,721.82,680.47,791.81,922.45,683.34,748.97,824.85,582.76,519.11,872.67,481.34,832.42,519.48,421.62,855.36,1083.4,772.67,1.68E-22,2.16E-22,-394.5478664,298.6609091,693.2087755,1,1,2,1
ENSG00000129460.11,NGDN,protein_coding,59.36,0,60.08,49.53,134.87,0.36,79.99,0,6.02,0,86.51,0,80.88,36.89,24.29,204.42,10.07,60.72,0,89.74,43.84,3.83,7.09,109.13,175.7,88.69,0,0.72,50.13,0,0,8.95,71.67,29.51,104.88,151.62,92.4,185.73,182.69,123.71,217.2,51.37,0,213.74,151.81,17.59,317.96,109.93,18.15,119.68,16.26,101.57,33.09,37.34,157.81,190.39,0,304.47,82.14,55.73,73.13,65.1,122.93,0,179.82,157.14,120.03,123.69,9.69,116.2,108.47,43.16,53.64,175.32,34.94,140.97,157.09,164.98,128.62,68.3,12.93,159.84,0,147.5,68.27,57.6,197.41,161,54.77,94,87.11,123.14,93.41,72.7,16.86,42.1,107.15,221.57,111.06,44.47,110.4,73.27,125.75,56.42,72.88,248.17,331.45,101.76,91.73,126.45,63.21,180.48,107.71,10.18,310.92,243.42,258.96,75.97,54.64,58.02,101.77,8.94,77.16,186.37,102.05,136.47,0.022856091,0.024000583,-31.54313544,81.7087013,113.2518367,1,1,2,1
ENSG00000164190.12,NIPBL,protein_coding,24.08,91.9,74.2,55.98,58.01,48.23,102.95,30.12,159.74,19.58,38.5,107.43,44.59,36.35,60.03,48.67,47.89,57.4,76.25,80.7,109.38,60.13,36.71,44.01,18.56,108.72,28.11,154.72,44.48,82.6,47.5,53.91,42.73,62.52,79.81,39.22,29.72,87.47,23.71,38.54,3.3,38.03,32.12,97.67,88.2,87.92,39.4,5.87,118.89,29.4,8.94,55.83,18.68,7.35,4.3,77.85,262.81,28.82,11.15,117.5,34.08,78.59,7.85,155.62,10.74,22.24,103.52,130.57,2.24,72.25,14.77,15.69,90.64,17.86,62.8,4.93,13.93,17.54,92.26,91.84,24.07,18.18,110.26,43.38,10.33,41.37,28.98,32.51,62.2,35.35,21.12,76.35,53.86,5.87,60,26.09,78.66,21.9,68.91,48.64,17.46,19.93,12.85,8.74,43.96,25.38,81.58,41.39,44.94,52.85,0.37,53.77,4.97,65.94,22.46,45.32,82.3,13.66,13.58,60.35,57.34,107.41,23.78,24.05,57.7,21.72,0.037696419,0.021809211,15.18428571,57.5,42.31571429,1,1,2,1
ENSG00000127324.4,TSPAN8,protein_coding,0,0,5.27,60.66,0,0,0,0,0,94.77,0,0,0,0,0,0,0,0,0,0,74.89,0,0,0,0,0,0,0,2.42,12.56,0,0,1.51,5.64,0,76.51,0,1.71,0,105.57,0,0,61.56,5.98,0,70.64,0,22.78,0,164.15,1.53,0,0,1.88,0,0,0,0,0,0,54.03,0,71.08,0,0,0.82,0,204.4,0,0,197.53,0,1.29,17.61,32.31,0,0,266.67,280.92,0.52,99.74,31.62,31.71,23.87,0.8,54.49,0,108.14,2.93,252.82,21.03,0.58,0,63.14,119.3,294.56,0,1.13,37.5,98.07,0,30.34,122.88,19.08,191.29,89.13,73.4,104.8,361.71,0.31,40.5,223.8,80.36,152.94,20.86,0,447.01,0,53.04,421.53,151.12,30.31,0,9.78,0,90.77,1.14E-06,6.66E-05,-74.40779221,17.52077922,91.92857143,1,1,2,1
ENSG00000104320.9,NBN,protein_coding,44.35,10.39,111.82,260.46,16.08,18.26,13.11,7.43,91.2,34.47,0,2.48,94.08,15.43,24.09,4.33,32.01,195.6,3.51,33.91,102.18,31.32,3.92,84.33,67.84,10.69,135.94,0,24.74,1.53,74.89,50.08,32.58,24.22,200.54,130.27,95.12,73.03,140.69,193.78,213.54,34.74,137.33,79.69,68.8,82.07,46.33,125.83,45.78,64.02,0,438.3,76.22,1.48,68.02,156.82,266.04,77.25,38.7,103.2,63.49,169.56,92.99,192.08,75.87,143.61,134.91,118.68,3.97,61.24,126.57,174.72,66.22,70.58,88.54,54.69,58.14,31.16,17.91,67.05,36.31,41.12,54.75,86.49,12.95,37.93,81.31,71.11,64.76,112.05,36.88,84.66,31.51,24.67,49.86,21.85,9.16,107.66,27.2,12.96,74.57,28.86,18.86,14.13,28.94,20.13,19.72,19.83,5.01,52.68,33.9,6.67,43.62,34,14.28,39.31,82.23,9.73,38.41,125.96,51.28,27.65,18.27,51.13,2.75,33.8,0.000495077,4.97E-05,40.79352505,81.9574026,41.16387755,1,1,2,1
ENSG00000124228.10,DDX27,protein_coding,25.9,20.55,13.9,81.85,20.73,23.72,8.66,54.36,27.24,38.85,22.93,10.96,11.14,36.59,18.82,25.79,28.06,28.7,26.33,18.86,49.76,56.91,83.79,8.44,39.08,55.91,24.53,20.3,28.63,33.79,24.43,69.08,68.56,41.1,40.56,34.26,21.14,55.1,61.55,54.11,144.49,23.96,56.53,27.8,26.88,232.11,29.23,27.06,28.2,77.66,127.38,94.81,32.01,93.48,49.68,55.21,85.9,80.22,82.75,34.08,51.9,23.82,33.6,11.02,40.04,30.55,67.24,43.99,68.78,119.69,49.56,51.25,22.95,40.84,25.48,60.16,30.28,48.07,12.77,12.58,38.68,15.49,17.91,25.87,25.98,46.29,8.55,6.78,19.76,8.7,22.89,21.63,13.21,41.01,22.47,24.55,46.64,26.69,2.94,29.27,16.7,34.78,14.36,14.03,29.85,12.61,20.33,18.08,18.78,20.85,19.85,8.37,64.84,7.92,14.82,14.96,28.5,20.64,12.92,9.4,42.09,4.07,11.87,67.12,35.65,14.95,1.35E-05,5.58E-07,23.89823748,46.69558442,22.79734694,1,1,2,1
ENSG00000185499.12,MUC1,protein_coding,122.6,0,0,0,0,0,0,0,28.26,1.31,0,69.15,15.79,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,95.13,8.98,0,0,0,0,18.82,0,0,0,0,0,0,0,0,14.87,18.83,1.46,0,0,5.59,0,0,0,95.28,0,0,51.26,0,0,0,0,0,0,4.22,0,0,132.81,0,170.77,0,0,0,175.11,0,1.64,27.67,0,0,0,0,2.3,0,67.72,0,0,0,146.47,93.44,0,130.28,0,0,8.18,0,0,0,171.96,1.12,85.12,0,0,0,1.62,0,392.63,0,0,0,0,0,0,0,0,158,0,340.97,0,0,0,0,58.99,10.49,0,0,88.86,0.044084118,0.085074789,-22.10970315,13.77090909,35.88061224,1,1,2,1
ENSG00000172007.5,RAB33B,protein_coding,15.68,67.69,53.33,3.18,3.14,54.15,43.48,0,8.02,0,33.8,2.7,0.12,39.84,11.15,0,15.19,43.21,54.96,40.03,21.2,37.46,0,84.56,0,71.74,19.24,0,12.08,2.41,0,14.34,8.98,5.04,0,42.5,34.83,13.3,30.04,18.09,46.99,62.05,24.82,29.87,2.13,9.48,7.82,3.44,0,88.17,0,25.82,26.82,0,8.03,8.2,0.64,0,55.36,48.6,32.3,1.92,22.98,2.18,23.01,48.62,18.25,22.21,1.01,46.04,5.8,24.93,35.14,23.84,17.76,55.89,18.24,42.86,56.82,80.45,17.05,57.47,34.37,36.07,62.37,49.94,87.37,45.37,46.22,49.84,13.73,82.09,93.63,44.67,21.94,58.71,16.04,38.96,61.92,104.49,57.58,34.25,64.51,36.64,42.99,100.81,27.6,56.49,35.95,43.04,56.18,33.53,26.57,7.34,34.69,10.51,14.23,7.52,26.22,28.36,25.44,30.61,33.56,47.48,23.86,27.6,1.99E-06,3.43E-06,-20.81346939,22.77714286,43.59061224,1,1,2,1
ENSG00000225131.1,PSME2P2,pseudogene,3.51,20.48,38.75,24.9,17.93,22.16,28.39,1.64,26.69,24.19,2.05,3.62,48.52,14.98,29.12,45.68,49.04,20.93,26.14,16.7,24.57,22.16,15.25,10.21,29.55,23.47,16.79,16.85,3.78,24.46,32.28,20.06,17.91,19.47,38.09,43.12,81.82,66.27,56.15,44.67,31.19,59.37,52,43.49,69.38,61.43,73.37,70.98,17.31,35.66,9.4,56.99,57.67,0,67.8,53.95,9.16,62.71,59.29,84.89,31.3,104.51,39.12,18.67,115.33,74.39,97.05,24.01,27.59,86.91,64.38,80.29,45.92,47.63,60.78,95.54,55.11,50.47,29.41,26.68,13.26,31.88,12.94,21.35,23.27,38.01,27.44,28.15,37.79,31.21,38.51,12.39,18.74,13.06,50.94,27.82,45.67,30.9,33.88,5.34,7.54,35.06,49.83,31.55,15.05,38.07,54.63,23.74,35.49,36.26,31.92,25.3,37.6,44.54,35.21,21.29,26.28,18.56,31.48,20.13,23.7,22.88,16.69,46.4,40.28,35.85,0.008917234,0.002472247,10.79703154,40.47948052,29.68244898,1,1,2,1
ENSG00000121895.7,TMEM156,protein_coding,225.22,0,63.62,10.8,59.47,28.89,0,3.98,0,61.95,0,79.62,159.15,107.19,0,0,18.05,0,18.57,1.02,16.94,0,2.31,110.96,0,0,140.15,2.71,60.46,8.24,31.98,0.2,42.49,5.78,45.43,3.28,4.62,40.58,0,36.02,3.28,0,22.3,0,18.04,25.51,2.19,39.9,0,30.9,0,17.23,54.18,47.67,42.95,0,15.74,24.32,74.7,0,20.18,0,42.67,0,91.69,32.7,0,313.68,21.5,83.7,45.57,0.24,0,1.9,43.47,62.11,0,342.01,11.03,72.11,436.4,243.87,143.49,65.63,82.72,151.89,86.57,122.62,67.52,198.49,135.87,148.33,186.74,100.07,38.48,117.5,0,118.69,386.29,132.13,2.45,129.75,22.17,127.75,87.51,72.59,196.93,389.34,155.11,0.17,151.01,303.61,278.66,565.87,48.91,24.04,248.05,143.9,358.81,206.19,350.06,147.6,125.7,344.26,0,173.43,9.33E-13,7.00E-09,-130.7783302,33.35064935,164.1289796,1,1,2,1
ENSG00000163681.10,SLMAP,protein_coding,33.74,16.36,19.17,31.87,20.78,81.07,23.55,22.37,35.45,0,18.5,115.82,70.28,53.29,85.05,60.23,17.76,86.88,16.17,12.9,50.98,69.63,111.3,51.14,69.91,33.77,51.29,74.36,9.21,59.02,20.99,63.9,34.78,44.08,74.29,48.72,75.13,84.93,27.79,110.24,91.6,38.82,70,284.48,66.73,81.33,74.93,21.82,49.45,29.95,98.88,46.68,60.03,74.25,27.97,153.39,142.38,70.25,20.88,66.42,36.61,0.8,65.16,184.34,77.52,58.36,89.01,94.7,20.72,9.11,16.89,56.63,100.84,138.58,10.53,136.73,103.4,1.11,22.49,34.34,27.75,10.61,91.69,55.48,19.97,21.31,6.4,22.82,14.26,24.31,0.13,37.32,58.33,33.55,75.12,43.26,13.49,17.46,38.58,35.74,31.92,20.51,72.88,25.54,78.38,4.57,13.39,62.07,65.62,1.78,71.77,71.24,85.38,27.86,0,71.16,0,9.39,34.72,25.51,35.23,8.64,0.21,67.08,17.8,21.92,0.000130292,2.02E-05,28.51038961,61.77753247,33.26714286,1,1,2,1
ENSG00000164244.16,PRRC1,protein_coding,32.53,29.37,69.06,3.69,1.59,95.93,71.38,38.32,2.86,112.86,27.46,0.19,33.9,0.06,31.22,3.21,39.11,21.47,6.72,20.69,86.45,59.09,5.27,11.44,0,24.8,13.14,98.35,27.94,5.65,1.74,87.09,19.37,18.54,3.48,18.88,2.19,27.53,81.46,66.45,1.37,38.78,36.65,51.49,8,0,43.41,31.86,242.98,10.16,3.53,0,0.23,6.15,44.78,60.85,0.32,49.75,51.19,69.38,9.35,107.23,12.4,1.32,4.58,57.19,30.82,26.76,55.84,39.5,1.86,46.94,55.57,76.9,4.36,111.25,26.3,50.85,83.91,110.18,131.03,48.36,144.63,16.29,31.98,14.08,42.7,18.77,27.34,46.66,14.51,69.96,172.3,12.54,5.32,47.41,44.38,145.99,59.49,31.44,27.83,147.41,56.64,43.07,36.71,116.68,47.76,85.71,80.74,165.96,4.48,80.99,41.55,76.46,186.06,87.24,244.81,158.67,7.2,10.9,1.36,4.92,136.82,30.17,0.81,64.31,0.000278804,0.000949199,-32.3422449,35.31857143,67.66081633,1,1,2,1
